icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
V1581	Personal history of noncompliance with medical treatment, presenting hazards to health	Z9119	Patient's noncompliance with other medical treatment and regimen	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z911	
V1279	Personal history of other diseases of digestive system	Z8719	Personal history of other diseases of the digestive system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z871	
V141	Personal history of allergy to other antibiotic agent	Z881	Allergy status to other antibiotic agents status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
V145	Personal history of allergy to narcotic agent	Z885	Allergy status to narcotic agent status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
V161	Family history of malignant neoplasm of trachea, bronchus, and lung	Z801	Family history of malignant neoplasm of trachea, bronchus and lung	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
V1749	Family history of other cardiovascular diseases	Z8249	Family history of ischemic heart disease and other diseases of the circulatory system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z824	
V160	Family history of malignant neoplasm of gastrointestinal tract	Z800	Family history of malignant neoplasm of digestive organs	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
V173	Family history of ischemic heart disease	Z8249	Family history of ischemic heart disease and other diseases of the circulatory system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z824	
V1582	Personal history of tobacco use	Z87891	Personal history of nicotine dependence	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8789	
V433	Heart valve replaced by other means	Z952	Presence of prosthetic heart valve	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
V4501	Cardiac pacemaker in situ	Z950	Presence of cardiac pacemaker	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
V4502	Automatic implantable cardiac defibrillator in situ	Z95810	Presence of automatic (implantable) cardiac defibrillator	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9581	
V4365	Knee joint replacement	Z96659	Presence of unspecified artificial knee joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9665	
V431	Lens replaced by other means	Z961	Presence of intraocular lens	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z96	
V454	Arthrodesis status	M960	Pseudarthrosis after fusion or arthrodesis	13	M96	Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified	M96	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V4561	Cataract extraction status	Z9849	Cataract extraction status, unspecified eye	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z984	
V4579	Other acquired absence of organ	Z9089	Acquired absence of other organs	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z908	
V4581	Aortocoronary bypass status	Z951	Presence of aortocoronary bypass graft	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
V4582	Percutaneous transluminal coronary angioplasty status	Z9861	Coronary angioplasty status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z986	
V4586	Bariatric surgery status	Z9884	Bariatric surgery status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z988	
V4589	Other postprocedural status	Z974	Presence of external hearing-aid	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z97	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V462	Other dependence on machines, supplemental oxygen	Z9981	Dependence on supplemental oxygen	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z998	
V4986	Do not resuscitate status	Z66	Do not resuscitate	21	Z66	Do not resuscitate status		
V468	Dependence on other enabling machines	Z9989	Dependence on other enabling machines and devices	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z998	
V5331	Fitting and adjustment of cardiac pacemaker	Z45010	Encounter for checking and testing of cardiac pacemaker pulse generator [battery]	21	Z40-Z53	Encounters for other specific health care	Z4501	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V5332	Fitting and adjustment of automatic implantable cardiac defibrillator	Z4502	Encounter for adjustment and management of automatic implantable cardiac defibrillator	21	Z40-Z53	Encounters for other specific health care	Z450	
V571	Care involving other physical therapy	Z5189	Encounter for other specified aftercare	21	Z40-Z53	Encounters for other specific health care	Z518	
V5489	Other orthopedic aftercare	Z4789	Encounter for other orthopedic aftercare	21	Z40-Z53	Encounters for other specific health care	Z478	
V5789	Care involving other specified rehabilitation procedure	Z5189	Encounter for other specified aftercare	21	Z40-Z53	Encounters for other specific health care	Z518	
V5811	Encounter for antineoplastic chemotherapy	Z5111	Encounter for antineoplastic chemotherapy	21	Z40-Z53	Encounters for other specific health care	Z511	
V5861	Long-term (current) use of anticoagulants	Z7901	Long term (current) use of anticoagulants	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z790	
V5866	Long-term (current) use of aspirin	Z7982	Long term (current) use of aspirin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z798	
V5865	Long-term (current) use of steroids	Z7951	Long term (current) use of inhaled steroids	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z795	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V1588	History of fall	Z9181	History of falling	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z918	
V5867	Long-term (current) use of insulin	Z794	Long term (current) use of insulin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z79	
V5869	Long-term (current) use of other medications	Z79891	Long term (current) use of opiate analgesic	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z7989	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V5881	Fitting and adjustment of vascular catheter	Z452	Encounter for adjustment and management of vascular access device	21	Z40-Z53	Encounters for other specific health care	Z45	
V5882	Fitting and adjustment of nonvascular catheter, NEC	Z4682	Encounter for fitting and adjustment of non-vascular catheter	21	Z40-Z53	Encounters for other specific health care	Z468	
V5883	Encounter for therapeutic drug monitoring	Z5181	Encounter for therapeutic drug level monitoring	21	Z40-Z53	Encounters for other specific health care	Z518	
V5889	Other specified aftercare	Z5189	Encounter for other specified aftercare	21	Z40-Z53	Encounters for other specific health care	Z518	
V6709	Follow-up examination, following other surgery	Z09	Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm	21	Z00-Z13	Persons encountering health services for examinations		
V667	Encounter for palliative care	Z515	Encounter for palliative care	21	Z40-Z53	Encounters for other specific health care	Z51	
V6759	Other follow-up examination	Z09	Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm	21	Z00-Z13	Persons encountering health services for examinations		
V103	Personal history of malignant neoplasm of breast	Z853	Personal history of malignant neoplasm of breast	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z85	
V4364	Hip joint replacement	Z96649	Presence of unspecified artificial hip joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9664	
V707	Examination of participant in clinical trial	Z006	Encounter for examination for normal comparison and control in clinical research program	21	Z00-Z13	Persons encountering health services for examinations	Z00	
V725	Radiological examination, not elsewhere classified	Z0189	Encounter for other specified special examinations	21	Z00-Z13	Persons encountering health services for examinations	Z018	
V7281	Pre-operative cardiovascular examination	Z01810	Encounter for preprocedural cardiovascular examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	
V7610	Breast screening, unspecified	Z1239	Encounter for other screening for malignant neoplasm of breast	21	Z00-Z13	Persons encountering health services for examinations	Z123	
V700	Routine general medical examination at a health care facility	Z0000	Encounter for general adult medical examination without abnormal findings	21	Z00-Z13	Persons encountering health services for examinations	Z000	
V7283	Other specified pre-operative examination	Z01818	Encounter for other preprocedural examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	
V5863	Long-term (current) use of antiplatelet/antithrombotic	Z7902	Long term (current) use of antithrombotics/antiplatelets	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z790	
V7284	Pre-operative examination, unspecified	Z01812	Encounter for preprocedural laboratory examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
V8541	Body Mass Index 40.0-44.9, adult	Z6841	Body mass index (BMI) 40.0-44.9, adult	21	Z68	Body mass index (BMI)	Z684	
V7612	Other screening mammogram	Z1231	Encounter for screening mammogram for malignant neoplasm of breast	21	Z00-Z13	Persons encountering health services for examinations	Z123	
V7651	Special screening for malignant neoplasms of colon	Z1211	Encounter for screening for malignant neoplasm of colon	21	Z00-Z13	Persons encountering health services for examinations	Z121	
V8741	Personal history of antineoplastic chemotherapy	Z9221	Personal history of antineoplastic chemotherapy	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z922	
V7644	Screening for malignant neoplasms of prostate	Z125	Encounter for screening for malignant neoplasm of prostate	21	Z00-Z13	Persons encountering health services for examinations	Z12	
		W19XXXA	Unspecified fall, initial encounter	20	W00-W19	Slipping, tripping, stumbling and falls	W19	
V8801	Acquired absence of both cervix and uterus	Z90710	Acquired absence of both cervix and uterus	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9071	
		W19XXXD	Unspecified fall, subsequent encounter	20	W00-W19	Slipping, tripping, stumbling and falls	W19	
		W57XXXA	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	20	W50-W64	Exposure to animate mechanical forces	W57	
		Z0000	Encounter for general adult medical examination without abnormal findings	21	Z00-Z13	Persons encountering health services for examinations	Z000	
		Y92009	Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause	20	Y90-Y99	Supplementary factors related to causes of morbidity classified elsewhere	Y9200	
		Z008	Encounter for other general examination	21	Z00-Z13	Persons encountering health services for examinations	Z00	
		Z006	Encounter for examination for normal comparison and control in clinical research program	21	Z00-Z13	Persons encountering health services for examinations	Z00	
		Z01419	Encounter for gynecological examination (general) (routine) without abnormal findings	21	Z00-Z13	Persons encountering health services for examinations	Z0141	
		Z01810	Encounter for preprocedural cardiovascular examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	
		Z01818	Encounter for other preprocedural examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	
		Z01812	Encounter for preprocedural laboratory examination	21	Z00-Z13	Persons encountering health services for examinations	Z0181	
		Z0189	Encounter for other specified special examinations	21	Z00-Z13	Persons encountering health services for examinations	Z018	
		Z0389	Encounter for observation for other suspected diseases and conditions ruled out	21	Z00-Z13	Persons encountering health services for examinations	Z038	
		Z08	Encounter for follow-up examination after completed treatment for malignant neoplasm	21	Z00-Z13	Persons encountering health services for examinations		
		Z043	Encounter for examination and observation following other accident	21	Z00-Z13	Persons encountering health services for examinations	Z04	
		Z09	Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm	21	Z00-Z13	Persons encountering health services for examinations		
		Z1159	Encounter for screening for other viral diseases	21	Z00-Z13	Persons encountering health services for examinations	Z115	
		Z1211	Encounter for screening for malignant neoplasm of colon	21	Z00-Z13	Persons encountering health services for examinations	Z121	
		Z1231	Encounter for screening mammogram for malignant neoplasm of breast	21	Z00-Z13	Persons encountering health services for examinations	Z123	
		Z1239	Encounter for other screening for malignant neoplasm of breast	21	Z00-Z13	Persons encountering health services for examinations	Z123	
		Z124	Encounter for screening for malignant neoplasm of cervix	21	Z00-Z13	Persons encountering health services for examinations	Z12	
		Z131	Encounter for screening for diabetes mellitus	21	Z00-Z13	Persons encountering health services for examinations	Z13	
		Z125	Encounter for screening for malignant neoplasm of prostate	21	Z00-Z13	Persons encountering health services for examinations	Z12	
		Z13220	Encounter for screening for lipoid disorders	21	Z00-Z13	Persons encountering health services for examinations	Z1322	
		Z136						
		Z1389	Encounter for screening for other disorder	21	Z00-Z13	Persons encountering health services for examinations	Z138	
		Z13820	Encounter for screening for osteoporosis	21	Z00-Z13	Persons encountering health services for examinations	Z1382	
		Z139	Encounter for screening, unspecified	21	Z00-Z13	Persons encountering health services for examinations	Z13	
		Z170	Estrogen receptor positive status [ER+]	21	Z17	Estrogen receptor status	Z17	
		Z23	Encounter for immunization	21	Z20-Z28	Persons with potential health hazards related to communicable diseases		
		Z419	Encounter for procedure for purposes other than remedying health state, unspecified	21	Z40-Z53	Encounters for other specific health care	Z41	
		Z45010	Encounter for checking and testing of cardiac pacemaker pulse generator [battery]	21	Z40-Z53	Encounters for other specific health care	Z4501	
		Z45018	Encounter for adjustment and management of other part of cardiac pacemaker	21	Z40-Z53	Encounters for other specific health care	Z4501	
		Z4502	Encounter for adjustment and management of automatic implantable cardiac defibrillator	21	Z40-Z53	Encounters for other specific health care	Z450	
		Z452	Encounter for adjustment and management of vascular access device	21	Z40-Z53	Encounters for other specific health care	Z45	
		Z466	Encounter for fitting and adjustment of urinary device	21	Z40-Z53	Encounters for other specific health care	Z46	
		Z4682	Encounter for fitting and adjustment of non-vascular catheter	21	Z40-Z53	Encounters for other specific health care	Z468	
		Z471	Aftercare following joint replacement surgery	21	Z40-Z53	Encounters for other specific health care	Z47	
		Z4802	Encounter for removal of sutures	21	Z40-Z53	Encounters for other specific health care	Z480	
		Z48812	Encounter for surgical aftercare following surgery on the circulatory system	21	Z40-Z53	Encounters for other specific health care	Z4881	
		Z4889	Encounter for other specified surgical aftercare	21	Z40-Z53	Encounters for other specific health care	Z488	
		Z510	Encounter for antineoplastic radiation therapy	21	Z40-Z53	Encounters for other specific health care	Z51	
		Z5111	Encounter for antineoplastic chemotherapy	21	Z40-Z53	Encounters for other specific health care	Z511	
		Z515	Encounter for palliative care	21	Z40-Z53	Encounters for other specific health care	Z51	
		Z5112	Encounter for antineoplastic immunotherapy	21	Z40-Z53	Encounters for other specific health care	Z511	
		Z5181	Encounter for therapeutic drug level monitoring	21	Z40-Z53	Encounters for other specific health care	Z518	
		Z5321	Procedure and treatment not carried out due to patient leaving prior to being seen by health care provider	21	Z40-Z53	Encounters for other specific health care	Z532	
		Z5309	Procedure and treatment not carried out because of other contraindication	21	Z40-Z53	Encounters for other specific health care	Z530	
		Z5189	Encounter for other specified aftercare	21	Z40-Z53	Encounters for other specific health care	Z518	
		Z538	Procedure and treatment not carried out for other reasons	21	Z40-Z53	Encounters for other specific health care	Z53	
		Z681	Body mass index (BMI) 19 or less, adult	21	Z68	Body mass index (BMI)	Z68	
		Z66	Do not resuscitate	21	Z66	Do not resuscitate status		
		Z6820	Body mass index (BMI) 20.0-20.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6821	Body mass index (BMI) 21.0-21.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6822	Body mass index (BMI) 22.0-22.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6824	Body mass index (BMI) 24.0-24.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6823	Body mass index (BMI) 23.0-23.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6825	Body mass index (BMI) 25.0-25.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6827	Body mass index (BMI) 27.0-27.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6828	Body mass index (BMI) 28.0-28.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6826	Body mass index (BMI) 26.0-26.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6829	Body mass index (BMI) 29.0-29.9, adult	21	Z68	Body mass index (BMI)	Z682	
		Z6830	Body mass index (BMI) 30.0-30.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6833	Body mass index (BMI) 33.0-33.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6831	Body mass index (BMI) 31.0-31.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6832	Body mass index (BMI) 32.0-32.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6834	Body mass index (BMI) 34.0-34.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6835	Body mass index (BMI) 35.0-35.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6838	Body mass index (BMI) 38.0-38.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6837	Body mass index (BMI) 37.0-37.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6839	Body mass index (BMI) 39.0-39.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6836	Body mass index (BMI) 36.0-36.9, adult	21	Z68	Body mass index (BMI)	Z683	
		Z6841	Body mass index (BMI) 40.0-44.9, adult	21	Z68	Body mass index (BMI)	Z684	
		Z6842	Body mass index (BMI) 45.0-49.9, adult	21	Z68	Body mass index (BMI)	Z684	
		Z7189	Other specified counseling	21	Z69-Z76	Persons encountering health services in other circumstances	Z718	
		Z6843	Body mass index (BMI) 50-59.9 , adult	21	Z68	Body mass index (BMI)	Z684	
		Z716	Tobacco abuse counseling	21	Z69-Z76	Persons encountering health services in other circumstances	Z71	
		Z7409	Other reduced mobility	21	Z69-Z76	Persons encountering health services in other circumstances	Z740	
		Z720	Tobacco use	21	Z69-Z76	Persons encountering health services in other circumstances	Z72	
		Z7289	Other problems related to lifestyle	21	Z69-Z76	Persons encountering health services in other circumstances	Z728	
		Z760	Encounter for issue of repeat prescription	21	Z69-Z76	Persons encountering health services in other circumstances	Z76	
		Z7689	Persons encountering health services in other specified circumstances	21	Z69-Z76	Persons encountering health services in other circumstances	Z768	
		Z780	Asymptomatic menopausal state	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z78	
		Z791	Long term (current) use of non-steroidal anti-inflammatories (NSAID)	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z79	
		Z7901	Long term (current) use of anticoagulants	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z790	
		Z7902	Long term (current) use of antithrombotics/antiplatelets	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z790	
		Z794	Long term (current) use of insulin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z79	
		Z792	Long term (current) use of antibiotics	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z79	
		Z789	Other specified health status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z78	
		Z7951	Long term (current) use of inhaled steroids	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z795	
		Z7952	Long term (current) use of systemic steroids	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z795	
		Z79818	Long term (current) use of other agents affecting estrogen receptors and estrogen levels	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z7981	
		Z7982	Long term (current) use of aspirin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z798	
		Z7983	Long term (current) use of bisphosphonates	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z798	
		Z7984		
		Z79899	Other long term (current) drug therapy	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z7989	
		Z800	Family history of malignant neoplasm of digestive organs	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
		Z801	Family history of malignant neoplasm of trachea, bronchus and lung	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
		Z808	Family history of malignant neoplasm of other organs or systems	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
		Z809	Family history of malignant neoplasm, unspecified	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
		Z833	Family history of diabetes mellitus	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z83	
		Z8249						
		Z823						
		Z79891	Long term (current) use of opiate analgesic	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z7989	
		Z825	Family history of asthma and other chronic lower respiratory diseases	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z82	
		Z85118	Personal history of other malignant neoplasm of bronchus and lung	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8511	
		Z8542						
		Z853						
		Z8546						
		Z85528	Personal history of other malignant neoplasm of kidney	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8552	
		Z8551	Personal history of malignant neoplasm of bladder	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z855	
		Z8572	Personal history of non-Hodgkin lymphomas	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z857	
		Z85820	Personal history of malignant melanoma of skin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8582	
		Z85828	Personal history of other malignant neoplasm of skin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8582	
		Z859	Personal history of malignant neoplasm, unspecified	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z85	
		Z86010	Personal history of colonic polyps	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8601	
		Z8614	Personal history of Methicillin resistant Staphylococcus aureus infection	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z861	
		Z8619	Personal history of other infectious and parasitic diseases	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z861	
		Z862	Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z86	
		Z8639	Personal history of other endocrine, nutritional and metabolic disease	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z863	
		Z8659	Personal history of other mental and behavioral disorders	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z865	
		Z86711	Personal history of pulmonary embolism	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8671	
		Z8669	Personal history of other diseases of the nervous system and sense organs	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z866	
		Z86718	Personal history of other venous thrombosis and embolism	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8671	
		Z8674	Personal history of sudden cardiac arrest	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z867	
		Z8673	Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z867	
		Z8679	Personal history of other diseases of the circulatory system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z867	
		Z8701	Personal history of pneumonia (recurrent)	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z870	
		Z8709	Personal history of other diseases of the respiratory system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z870	
		Z8711	Personal history of peptic ulcer disease	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z871	
		Z85038	Personal history of other malignant neoplasm of large intestine	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8503	
		Z8042	Family history of malignant neoplasm of prostate	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z804	
		Z87440	Personal history of urinary (tract) infections	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8744	
		Z87448	Personal history of other diseases of urinary system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8744	
		Z8781	Personal history of (healed) traumatic fracture	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z878	
		Z8719	Personal history of other diseases of the digestive system	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z871	
		Z87442	Personal history of urinary calculi	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8744	
		Z87891	Personal history of nicotine dependence	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8789	
		Z880	Allergy status to penicillin	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z882	Allergy status to sulfonamides status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z885	Allergy status to narcotic agent status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z881	Allergy status to other antibiotic agents status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z888	Allergy status to other drugs, medicaments and biological substances status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z886	Allergy status to analgesic agent status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z88	
		Z803	Family history of malignant neoplasm of breast	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z80	
		Z8739	Personal history of other diseases of the musculoskeletal system and connective tissue	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z873	
		Z87898	Personal history of other specified conditions	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8789	
		Z89421	Acquired absence of other right toe(s)	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8942	
		Z9049	Acquired absence of other specified parts of digestive tract	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z904	
		Z89429	Acquired absence of other toe(s), unspecified side	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8942	
		Z9079	Acquired absence of other genital organ(s)	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z907	
		Z90722	Acquired absence of ovaries, bilateral	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9072	
		Z9081	Acquired absence of spleen	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z908	
		Z91013	Allergy to seafood	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9101	
		Z9089	Acquired absence of other organs	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z908	
		Z91018	Allergy to other foods	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9101	
		Z91041	Radiographic dye allergy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9104	
		Z91048	Other nonmedicinal substance allergy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9104	
		Z91040	Latex allergy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9104	
		Z9109	Other allergy status, other than to drugs and biological substances	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z910	
		Z9114	Patient's other noncompliance with medication regimen	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z911	
		Z9119	Patient's noncompliance with other medical treatment and regimen	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z911	
		Z9181	History of falling	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z918	
